,InterZone,All people,Area (hectares),simd1_pop,simd2_pop,simd3_pop,simd4_pop,simd5_pop,simdMostPop,simd1_percent,simd2_percent,simd3_percent,simd4_percent,simd5_percent
956,S02002192,5621,2916,0,1074,3256,1291,0,3,0.0,0.1910692047678349,0.5792563600782779,0.22967443515388722,0.0
957,S02002193,4410,159,0,1402,1029,911,1068,2,0.0,0.3179138321995465,0.23333333333333334,0.20657596371882087,0.24217687074829933
958,S02002194,2380,1279,0,0,733,1016,631,4,0.0,0.0,0.30798319327731094,0.426890756302521,0.26512605042016807
959,S02002195,4166,144,0,1678,1028,713,747,2,0.0,0.4027844455112818,0.24675948151704272,0.17114738358137302,0.17930868939030245
960,S02002196,3665,124,1330,530,954,851,0,1,0.36289222373806274,0.1446111869031378,0.26030013642564803,0.23219645293315144,0.0
961,S02002197,3626,286,0,633,710,2283,0,4,0.0,0.17457253171538886,0.19580805295091008,0.629619415333701,0.0
962,S02002198,6234,401,0,1437,1674,2489,634,4,0.0,0.23051010587102982,0.2685274302213667,0.3992621110041707,0.1017003529034328
963,S02002199,4985,123,0,710,2646,844,785,3,0.0,0.1424272818455366,0.5307923771313942,0.16930792377131393,0.15747241725175526
964,S02002200,4039,1898,0,1782,1521,0,736,2,0.0,0.4411983164149542,0.37657836098044073,0.0,0.1822233226046051
965,S02002201,3497,69,783,1415,1299,0,0,2,0.22390620531884473,0.40463254217901057,0.3714612525021447,0.0,0.0
966,S02002202,4738,125,3011,1727,0,0,0,1,0.6355002110595188,0.36449978894048124,0.0,0.0,0.0
967,S02002203,4310,105,972,1797,1541,0,0,2,0.22552204176334106,0.41693735498839907,0.35754060324825987,0.0,0.0
968,S02002204,4120,90,0,4120,0,0,0,2,0.0,1.0,0.0,0.0,0.0
969,S02002205,4410,81,0,2260,1176,0,974,2,0.0,0.5124716553287982,0.26666666666666666,0.0,0.22086167800453516
970,S02002206,3546,420,848,1546,639,513,0,2,0.23914269599548788,0.43598420755781164,0.1802030456852792,0.1446700507614213,0.0
971,S02002207,5126,243,0,0,941,0,4185,5,0.0,0.0,0.1835739367928209,0.0,0.8164260632071791
972,S02002208,3595,103,0,0,0,1218,2377,5,0.0,0.0,0.0,0.33880389429763563,0.6611961057023644
973,S02002209,2924,101,0,793,873,0,1258,5,0.0,0.271203830369357,0.29856361149110805,0.0,0.43023255813953487
974,S02002210,6120,4206,1026,2621,660,1813,0,2,0.1676470588235294,0.4282679738562091,0.10784313725490197,0.2962418300653595,0.0
975,S02002211,3308,86,1401,884,0,0,1023,1,0.4235187424425635,0.2672309552599758,0.0,0.0,0.3092503022974607
976,S02002212,3919,2179,608,1874,1437,0,0,2,0.15514161775963256,0.47818321000255165,0.36667517223781576,0.0,0.0
977,S02002213,3146,9661,0,0,752,2394,0,4,0.0,0.0,0.23903369357914814,0.7609663064208518,0.0
978,S02002214,4009,26399,0,0,623,3386,0,4,0.0,0.0,0.1554003492142679,0.8445996507857321,0.0
979,S02002215,3663,13599,0,0,0,2297,1366,4,0.0,0.0,0.0,0.6270816270816271,0.37291837291837293
980,S02002216,3851,158,0,1147,1604,1100,0,3,0.0,0.2978447156582706,0.416515190859517,0.2856400934822124,0.0
981,S02002217,2500,102,0,703,608,1189,0,4,0.0,0.2812,0.2432,0.4756,0.0
982,S02002218,4180,49061,0,1446,2325,409,0,3,0.0,0.345933014354067,0.55622009569378,0.09784688995215311,0.0
983,S02002219,3630,11513,0,0,0,2964,666,4,0.0,0.0,0.0,0.8165289256198347,0.1834710743801653
984,S02002220,4698,192,0,0,1916,1001,1781,3,0.0,0.0,0.40783312047679865,0.21306939123031077,0.3790974882928906
985,S02002221,3500,13876,0,0,0,2714,786,4,0.0,0.0,0.0,0.7754285714285715,0.22457142857142856
986,S02002222,3562,24104,0,0,0,2867,695,4,0.0,0.0,0.0,0.8048848961257721,0.19511510387422795
987,S02002223,4069,184,0,0,848,1822,1399,4,0.0,0.0,0.2084050135168346,0.44777586630621774,0.34381912017694766
988,S02002224,3788,43641,0,0,839,2072,877,4,0.0,0.0,0.22148891235480464,0.5469904963041182,0.23152059134107708
989,S02002225,3234,172,0,0,0,1446,1788,5,0.0,0.0,0.0,0.44712430426716143,0.5528756957328386
990,S02002226,4134,166,0,0,4134,0,0,3,0.0,0.0,1.0,0.0,0.0
991,S02002227,4144,15860,0,0,672,3472,0,4,0.0,0.0,0.16216216216216217,0.8378378378378378,0.0
992,S02002228,3982,17089,0,0,0,3982,0,4,0.0,0.0,0.0,1.0,0.0
993,S02002229,4933,7571,0,414,941,2889,689,4,0.0,0.08392458949929049,0.19075613217109263,0.5856476788972228,0.13967159943239407
994,S02002230,4366,187,0,2135,594,1637,0,2,0.0,0.48900595510765005,0.13605130554283096,0.374942739349519,0.0
995,S02002231,5780,188,0,0,1565,0,4215,5,0.0,0.0,0.27076124567474047,0.0,0.7292387543252595
996,S02002232,4277,182,0,0,0,0,4277,5,0.0,0.0,0.0,0.0,1.0
997,S02002233,4205,167,0,0,0,0,4205,5,0.0,0.0,0.0,0.0,1.0
998,S02002234,5808,101,2527,2130,1151,0,0,1,0.4350895316804408,0.36673553719008267,0.1981749311294766,0.0,0.0
999,S02002235,5810,271,1408,2754,890,758,0,2,0.2423407917383821,0.4740103270223752,0.153184165232358,0.13046471600688467,0.0
1000,S02002236,3303,943,0,3303,0,0,0,2,0.0,1.0,0.0,0.0,0.0
1001,S02002237,3001,90,625,631,0,1745,0,4,0.20826391202932357,0.21026324558480505,0.0,0.5814728423858714,0.0
1002,S02002238,2256,85,0,1490,766,0,0,2,0.0,0.6604609929078015,0.3395390070921986,0.0,0.0
1003,S02002239,4584,91,2344,1558,682,0,0,1,0.5113438045375218,0.33987783595113435,0.1487783595113438,0.0,0.0
1004,S02002240,3724,491,0,0,2790,934,0,3,0.0,0.0,0.7491944146079484,0.25080558539205156,0.0
1005,S02002241,4998,1052,0,492,975,1454,2077,5,0.0,0.09843937575030012,0.195078031212485,0.2909163665466186,0.4155662264905962
1006,S02002242,3894,12023,0,0,893,1968,1033,4,0.0,0.0,0.2293271700051361,0.5053929121725732,0.2652799178222907
1007,S02002243,3729,5041,0,0,1505,2224,0,4,0.0,0.0,0.4035934566908018,0.5964065433091982,0.0
1008,S02002244,3790,5345,0,0,0,2794,996,4,0.0,0.0,0.0,0.737203166226913,0.26279683377308705
1009,S02002245,5145,11740,0,990,1045,3110,0,4,0.0,0.1924198250728863,0.2031098153547133,0.6044703595724004,0.0
1010,S02002246,3054,7873,0,0,1822,1232,0,3,0.0,0.0,0.5965946299934513,0.4034053700065488,0.0
1011,S02002247,4034,106059,0,0,2289,1745,0,3,0.0,0.0,0.5674268715914725,0.4325731284085275,0.0
1012,S02002248,3010,179,1344,0,948,718,0,1,0.44651162790697674,0.0,0.3149501661129568,0.23853820598006645,0.0
1013,S02002249,5533,285,0,839,710,1531,2453,5,0.0,0.15163564070124708,0.12832098319175855,0.2767034158684258,0.4433399602385686
1014,S02002250,4516,9649,0,0,1443,2074,999,4,0.0,0.0,0.3195305580159433,0.45925597874224977,0.2212134632418069
1015,S02002251,5639,27529,0,0,1534,4105,0,4,0.0,0.0,0.27203404859017555,0.7279659514098245,0.0
1016,S02002252,3716,10203,0,0,0,2494,1222,4,0.0,0.0,0.0,0.6711517761033369,0.32884822389666307
1017,S02002253,4806,194416,0,0,2124,2682,0,4,0.0,0.0,0.4419475655430712,0.5580524344569289,0.0
1018,S02002254,2769,82,0,698,1225,846,0,3,0.0,0.25207656193571687,0.4423979776092452,0.3055254604550379,0.0
1019,S02002255,3768,9329,0,0,690,2430,648,4,0.0,0.0,0.18312101910828024,0.6449044585987261,0.17197452229299362
1020,S02002256,3722,10487,0,0,1226,1011,1485,5,0.0,0.0,0.3293927995701236,0.27162815690488984,0.3989790435249866
1021,S02002257,3394,95,0,0,1625,923,846,3,0.0,0.0,0.47878609310548026,0.27195050088391276,0.24926340601060695
1022,S02002258,5411,153,1928,2787,0,696,0,2,0.3563112178894844,0.5150619109221956,0.0,0.12862687118832009,0.0
1023,S02002259,3573,96,3573,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
1024,S02002260,3877,197,1701,1157,1019,0,0,1,0.43874129481557905,0.29842661851947383,0.2628320866649471,0.0,0.0
1025,S02002261,4260,92,829,2646,0,785,0,2,0.19460093896713615,0.6211267605633802,0.0,0.18427230046948356,0.0
1026,S02002262,5060,277,0,1735,978,2347,0,4,0.0,0.34288537549407117,0.1932806324110672,0.46383399209486165,0.0
1027,S02002263,4227,159,3680,0,547,0,0,1,0.8705938017506506,0.0,0.12940619824934943,0.0,0.0
1028,S02002264,3579,90,2874,0,0,705,0,1,0.8030176026823135,0.0,0.0,0.1969823973176865,0.0
1029,S02002265,5615,118,2477,0,1699,724,715,1,0.441139804096171,0.0,0.30258236865538735,0.12894033837934105,0.12733748886910062
1030,S02002266,4998,124,3024,720,1254,0,0,1,0.6050420168067226,0.14405762304921968,0.25090036014405764,0.0,0.0
1031,S02002267,4850,157,0,0,740,1379,2731,5,0.0,0.0,0.15257731958762888,0.2843298969072165,0.5630927835051547
1032,S02002268,4184,78,1753,2431,0,0,0,2,0.4189770554493308,0.5810229445506692,0.0,0.0,0.0
1033,S02002269,3470,83,670,1089,925,0,786,2,0.1930835734870317,0.3138328530259366,0.2665706051873199,0.0,0.22651296829971182
1034,S02002270,3843,142,0,0,692,1126,2025,5,0.0,0.0,0.18006765547749154,0.29300026021337494,0.5269320843091335
1035,S02002271,5791,137,2388,700,1721,0,982,1,0.4123640131238128,0.12087722327749957,0.29718528751510964,0.0,0.16957347608357798
1036,S02002272,3476,95,0,591,1178,900,807,3,0.0,0.17002301495972383,0.33889528193325663,0.25891829689298046,0.23216340621403914
1037,S02002273,4111,166,2318,772,518,503,0,1,0.5638530771101922,0.18778885915835564,0.12600340549744588,0.12235465823400632,0.0
1038,S02002274,6584,149,3529,2263,792,0,0,1,0.535996354799514,0.34371202916160387,0.12029161603888214,0.0,0.0
1039,S02002275,5930,208,2384,0,940,2087,519,1,0.4020236087689713,0.0,0.15851602023608768,0.35193929173693084,0.08752107925801011
1040,S02002276,4904,126,0,0,0,1046,3858,5,0.0,0.0,0.0,0.2132952691680261,0.7867047308319739
1041,S02002277,5625,124,4010,1615,0,0,0,1,0.7128888888888889,0.2871111111111111,0.0,0.0,0.0
1042,S02002278,4603,565,2467,989,1147,0,0,1,0.5359548120790789,0.2148598739952205,0.24918531392570062,0.0,0.0
1043,S02002279,6750,204,2743,1744,0,503,1760,1,0.4063703703703704,0.25837037037037036,0.0,0.07451851851851851,0.2607407407407407
1044,S02002280,5128,112,0,3570,0,1558,0,2,0.0,0.6961778471138845,0.0,0.30382215288611547,0.0
1045,S02002281,5626,127,0,1937,1659,1511,519,2,0.0,0.34429434767152506,0.2948809100604337,0.26857447564877357,0.09225026661926769
1046,S02002282,4350,602,1373,1426,0,502,1049,2,0.315632183908046,0.327816091954023,0.0,0.11540229885057471,0.24114942528735633
1047,S02002283,5893,154,0,0,565,2204,3124,5,0.0,0.0,0.09587646360088241,0.37400305447140675,0.5301204819277109
1048,S02002284,5176,166,0,0,4404,772,0,3,0.0,0.0,0.8508500772797527,0.1491499227202473,0.0
1049,S02002285,5820,136,0,1794,1716,1521,789,2,0.0,0.3082474226804124,0.2948453608247423,0.261340206185567,0.13556701030927834
1050,S02002286,4708,136,0,0,905,0,3803,5,0.0,0.0,0.19222599830076464,0.0,0.8077740016992353
1051,S02002287,3939,111,2522,1417,0,0,0,1,0.6402640264026402,0.35973597359735976,0.0,0.0,0.0
1052,S02002288,4652,114,722,1837,2093,0,0,3,0.15520206362854685,0.394883920894239,0.4499140154772141,0.0,0.0
1053,S02002289,3294,92,0,0,0,684,2610,5,0.0,0.0,0.0,0.20765027322404372,0.7923497267759563
1054,S02002290,3102,116,0,0,0,1692,1410,4,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
1055,S02002291,4846,793,0,586,1446,0,2814,5,0.0,0.12092447379281882,0.29839042509286007,0.0,0.5806851011143211
1056,S02002292,5615,70484,0,0,0,4802,813,4,0.0,0.0,0.0,0.8552092609082814,0.1447907390917186
1057,S02002293,4331,174,0,0,2549,924,858,3,0.0,0.0,0.5885476795197414,0.21334564765643038,0.1981066728238282
1058,S02002294,4045,188,0,0,0,1813,2232,5,0.0,0.0,0.0,0.4482076637824475,0.5517923362175525
1059,S02002295,5411,22869,0,0,2285,1532,1594,3,0.0,0.0,0.42228793199038994,0.2831269635926816,0.2945851044169285
1060,S02002296,4844,34415,0,0,777,3065,1002,4,0.0,0.0,0.16040462427745664,0.6327415359207267,0.20685383980181668
1061,S02002297,3730,147,0,807,2923,0,0,3,0.0,0.21635388739946382,0.7836461126005362,0.0,0.0
1062,S02002298,3130,71,0,2426,704,0,0,2,0.0,0.7750798722044728,0.22492012779552717,0.0,0.0
1063,S02002299,3309,889,0,779,874,1656,0,4,0.0,0.23541855545482018,0.26412813538833485,0.5004533091568449,0.0
1064,S02002300,2798,85,1749,1049,0,0,0,1,0.6250893495353824,0.3749106504646176,0.0,0.0,0.0
1065,S02002301,5266,572,0,0,2687,858,1721,3,0.0,0.0,0.5102544625902012,0.16293201671097607,0.32681352069882263
1066,S02002302,2909,24772,0,0,589,1432,888,4,0.0,0.0,0.20247507734616707,0.4922653832932279,0.305259539360605
1067,S02002303,4067,46093,0,584,1636,1847,0,4,0.0,0.14359478731251538,0.40226210966314235,0.45414310302434224,0.0
1068,S02002304,2753,183,0,0,1911,0,842,3,0.0,0.0,0.6941518343625136,0.0,0.3058481656374864
1069,S02002305,3758,20083,0,0,3195,563,0,3,0.0,0.0,0.8501862692921767,0.1498137307078233,0.0
1070,S02002306,3546,122,0,2988,0,558,0,2,0.0,0.8426395939086294,0.0,0.15736040609137056,0.0
1071,S02002307,4079,17660,0,0,1454,2625,0,4,0.0,0.0,0.35645991664623683,0.6435400833537632,0.0
1072,S02002308,2752,7136,0,554,1608,590,0,3,0.0,0.20130813953488372,0.5843023255813954,0.21438953488372092,0.0
1073,S02002309,4578,34151,0,546,2812,582,638,3,0.0,0.11926605504587157,0.6142420270860638,0.127129750982962,0.13936216688510267
1074,S02002310,3308,83,0,867,849,1592,0,4,0.0,0.2620918984280532,0.25665054413542926,0.48125755743651755,0.0
1075,S02002311,2331,111,0,0,1299,1032,0,3,0.0,0.0,0.5572715572715573,0.44272844272844275,0.0
1076,S02002312,2855,34032,0,0,0,2855,0,4,0.0,0.0,0.0,1.0,0.0
1077,S02002313,3604,7033,0,579,700,2325,0,4,0.0,0.1606548279689234,0.19422863485016648,0.6451165371809101,0.0
1078,S02002314,4030,154,0,750,2524,756,0,3,0.0,0.18610421836228289,0.6263027295285359,0.18759305210918115,0.0
1079,S02002315,3923,84792,0,0,2430,1493,0,3,0.0,0.0,0.6194239102727505,0.38057608972724954,0.0
1080,S02002316,3068,121,3068,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
1081,S02002317,4333,132,962,1530,918,923,0,2,0.22201707823678746,0.35310408492961,0.21186245095776599,0.2130163858758366,0.0
1082,S02002318,3372,204,0,941,951,1480,0,4,0.0,0.2790628706998814,0.2820284697508897,0.4389086595492289,0.0
1083,S02002319,3580,112,0,1668,1912,0,0,3,0.0,0.4659217877094972,0.5340782122905028,0.0,0.0
1084,S02002320,2761,66068,0,0,1093,1668,0,4,0.0,0.0,0.3958710612097066,0.6041289387902934,0.0
1085,S02002321,5784,240,1021,0,2253,1541,969,3,0.17652143845089904,0.0,0.3895228215767635,0.2664246196403873,0.1675311203319502
1086,S02002322,3291,13991,0,0,0,3291,0,4,0.0,0.0,0.0,1.0,0.0
1087,S02002323,3475,1962,0,0,671,2804,0,4,0.0,0.0,0.19309352517985612,0.8069064748201439,0.0
1088,S02002324,4965,3426,0,770,2309,1886,0,3,0.0,0.15508559919436052,0.46505538771399796,0.3798590130916415,0.0
1089,S02002325,3195,11410,0,0,0,3195,0,4,0.0,0.0,0.0,1.0,0.0
1090,S02002326,2789,39906,0,0,0,2789,0,4,0.0,0.0,0.0,1.0,0.0
1091,S02002327,2658,35637,0,0,1603,1055,0,3,0.0,0.0,0.6030850263355907,0.3969149736644093,0.0
1092,S02002328,2794,40333,0,0,1659,1135,0,3,0.0,0.0,0.5937723693629205,0.40622763063707945,0.0
1093,S02002329,5501,75552,0,4686,815,0,0,2,0.0,0.8518451190692601,0.14815488093073986,0.0,0.0
1094,S02002330,3405,58,1793,1612,0,0,0,1,0.5265785609397944,0.47342143906020556,0.0,0.0,0.0
1095,S02002331,3246,133,0,1774,1472,0,0,2,0.0,0.5465187923598275,0.4534812076401725,0.0,0.0
1096,S02002332,4846,961,1385,2237,700,524,0,2,0.2858027238959967,0.46161782913743293,0.14444903012794058,0.1081304168386298,0.0
1097,S02002333,4001,23211,0,817,2636,0,548,3,0.0,0.2041989502624344,0.6588352911772057,0.0,0.13696575856035992
1098,S02002334,3709,4935,0,501,1421,927,860,3,0.0,0.13507684011863036,0.38312213534645456,0.24993259638716636,0.23186842814774872
1099,S02002335,6075,650,0,0,0,589,5486,5,0.0,0.0,0.0,0.09695473251028806,0.9030452674897119
1100,S02002336,4487,105,1203,1458,545,0,1281,2,0.2681078671718297,0.32493871183418765,0.12146200133719634,0.0,0.28549141965678626
1101,S02002337,5553,197,0,962,1456,782,2353,5,0.0,0.17323969025751845,0.26220061228164954,0.1408247793985233,0.4237349180623087
1102,S02002338,5041,158,0,0,2495,1184,1362,3,0.0,0.0,0.4949414798651061,0.23487403292997422,0.27018448720491967
1103,S02002339,5359,192,1684,1331,0,1475,869,1,0.3142377309199478,0.24836723269266653,0.0,0.2752379175219257,0.16215711886545997
1104,S02002340,4757,135,3242,1515,0,0,0,1,0.6815219676266554,0.31847803237334454,0.0,0.0,0.0
1105,S02002341,2627,118,1678,0,949,0,0,1,0.6387514274838219,0.0,0.36124857251617815,0.0,0.0
1106,S02002342,2884,80,2884,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
1107,S02002343,4211,95,4211,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
1108,S02002344,4247,120,0,1708,1121,1418,0,2,0.0,0.4021662349894043,0.26395102425241346,0.33388274075818225,0.0
1109,S02002345,4353,177,0,2149,668,1536,0,2,0.0,0.49368251780381345,0.1534573857110039,0.35286009648518263,0.0
1110,S02002346,4145,169,0,0,516,1943,1686,4,0.0,0.0,0.12448733413751507,0.4687575392038601,0.40675512665862484
1111,S02002347,5417,136,0,823,1359,1746,1489,4,0.0,0.1519291120546428,0.25087686911574675,0.3223186265460587,0.2748753922835518
1112,S02002348,2710,2604,0,627,1551,532,0,3,0.0,0.23136531365313653,0.5723247232472325,0.196309963099631,0.0
1113,S02002349,5962,6731,0,4078,1884,0,0,2,0.0,0.6839986581683999,0.3160013418316001,0.0,0.0
1114,S02002350,5341,4765,0,1416,2409,1516,0,3,0.0,0.26511889159333457,0.4510391312488298,0.2838419771578356,0.0
1115,S02002351,5472,194,545,0,824,0,4103,5,0.09959795321637427,0.0,0.15058479532163743,0.0,0.7498172514619883
1116,S02002352,4046,127,1514,577,1319,0,636,1,0.3741967375185368,0.1426099851705388,0.3260009886307464,0.0,0.15719228868017796
1117,S02002353,5404,595,0,1748,0,779,2877,5,0.0,0.3234641006661732,0.0,0.14415247964470762,0.5323834196891192
1118,S02002354,2623,62006,0,1265,520,838,0,2,0.0,0.4822722073961113,0.19824628288219595,0.3194815097216927,0.0
1119,S02002355,5552,21813,0,0,1471,3307,774,4,0.0,0.0,0.26494956772334294,0.5956412103746398,0.1394092219020173
1120,S02002356,4872,7549,0,3210,1662,0,0,2,0.0,0.6588669950738916,0.3411330049261084,0.0,0.0
1121,S02002357,3756,9919,1569,688,0,1499,0,1,0.41773162939297126,0.18317358892438765,0.0,0.3990947816826411,0.0
1122,S02002358,3737,2256,0,1404,470,1863,0,4,0.0,0.3757024351083757,0.12576933369012577,0.49852823120149853,0.0
1123,S02002359,2910,76,0,0,660,1361,889,4,0.0,0.0,0.2268041237113402,0.4676975945017182,0.3054982817869416
1124,S02002360,2417,80,588,1829,0,0,0,2,0.24327678940835748,0.7567232105916425,0.0,0.0,0.0
1125,S02002361,4103,110,1783,801,737,0,782,1,0.43456007799171337,0.19522300755544722,0.17962466487935658,0.0,0.1905922495734828
1126,S02002362,3260,90,0,756,2504,0,0,3,0.0,0.23190184049079754,0.7680981595092025,0.0,0.0
1127,S02002363,2576,4547,0,0,2167,409,0,3,0.0,0.0,0.8412267080745341,0.15877329192546583,0.0
1128,S02002364,2602,91,546,0,732,578,746,5,0.20983858570330516,0.0,0.28132205995388165,0.22213681783243658,0.28670253651037664
1129,S02002365,2366,46,0,1888,0,478,0,2,0.0,0.797971259509721,0.0,0.20202874049027894,0.0
1130,S02002366,3779,886,931,1349,0,485,1014,2,0.2463614712887007,0.356972744112199,0.0,0.12834083090764753,0.26832495369145276
1131,S02002367,3788,8404,0,685,2377,726,0,3,0.0,0.18083421330517424,0.627507919746568,0.19165786694825765,0.0
1132,S02002368,4613,5736,944,3669,0,0,0,2,0.20463906351615002,0.79536093648385,0.0,0.0,0.0
1133,S02002369,3780,126,804,1178,826,972,0,2,0.2126984126984127,0.31164021164021166,0.21851851851851853,0.2571428571428571,0.0
1134,S02002370,4242,114,1203,674,587,1045,733,1,0.2835926449787836,0.1588873173031589,0.1383781235266384,0.24634606317774635,0.17279585101367279
1135,S02002371,2784,2707,885,1132,767,0,0,2,0.31788793103448276,0.40660919540229884,0.2755028735632184,0.0,0.0
1136,S02002372,3367,91,0,1363,0,938,1066,2,0.0,0.4048114048114048,0.0,0.2785862785862786,0.3166023166023166
1137,S02002373,3823,397,0,2393,1430,0,0,2,0.0,0.625948208213445,0.37405179178655507,0.0,0.0
1138,S02002374,4126,130,2708,0,0,0,1418,1,0.6563257392147358,0.0,0.0,0.0,0.3436742607852642
1139,S02002375,3583,134,2652,931,0,0,0,1,0.7401618755233045,0.2598381244766955,0.0,0.0,0.0
1140,S02002376,5713,1896,583,1584,2262,727,557,3,0.10204796079117802,0.2772623840364082,0.39593908629441626,0.12725363206721513,0.09749693681078242
1141,S02002377,4649,419,0,779,1364,487,2019,5,0.0,0.16756291675629167,0.29339642933964294,0.10475371047537105,0.43428694342869434
1142,S02002378,2901,103,0,0,476,754,1671,5,0.0,0.0,0.16408135125818682,0.259910375732506,0.5760082730093071
1143,S02002379,2948,27110,0,0,830,2118,0,4,0.0,0.0,0.28154681139755766,0.7184531886024423,0.0
1144,S02002380,3018,4957,0,0,2467,0,551,3,0.0,0.0,0.817428760768721,0.0,0.182571239231279
1145,S02002381,3743,73,1459,0,0,606,1678,5,0.38979428266096716,0.0,0.0,0.16190221747261554,0.4483034998664173
1146,S02002382,2751,73,1544,1207,0,0,0,1,0.5612504543802254,0.43874954561977464,0.0,0.0,0.0
1147,S02002383,2878,70,0,696,0,0,2182,5,0.0,0.24183460736622656,0.0,0.0,0.7581653926337735
1148,S02002384,4060,211,0,1723,506,989,842,2,0.0,0.42438423645320195,0.12463054187192119,0.24359605911330048,0.20738916256157636
1149,S02002385,3683,80,1430,1609,644,0,0,2,0.38827043171327724,0.43687211512354057,0.17485745316318219,0.0,0.0
1150,S02002386,2163,54,1522,0,641,0,0,1,0.7036523347202959,0.0,0.29634766527970413,0.0,0.0
1151,S02002387,2868,52,556,1475,837,0,0,2,0.19386331938633194,0.5142956764295676,0.2918410041841004,0.0,0.0
1152,S02002388,6305,1049,0,1571,476,4258,0,4,0.0,0.24916732751784298,0.07549563838223632,0.6753370340999207,0.0
1153,S02002389,3976,83,0,0,772,0,3204,5,0.0,0.0,0.19416498993963782,0.0,0.8058350100603622
1154,S02002390,4141,75,3310,831,0,0,0,1,0.7993238348225067,0.20067616517749337,0.0,0.0,0.0
1155,S02002391,3955,219,2054,1901,0,0,0,1,0.5193426042983565,0.4806573957016435,0.0,0.0,0.0
1156,S02002392,4358,91,2494,1864,0,0,0,1,0.5722808627810922,0.42771913721890775,0.0,0.0,0.0
1157,S02002393,3388,79,904,720,0,1764,0,4,0.2668240850059032,0.21251475796930341,0.0,0.5206611570247934,0.0
1158,S02002394,3082,94,685,1558,839,0,0,2,0.22225827384815056,0.5055158987670344,0.27222582738481504,0.0,0.0
1159,S02002395,4896,195,2659,1268,0,969,0,1,0.5430964052287581,0.2589869281045752,0.0,0.19791666666666666,0.0
1160,S02002396,4687,100,3482,655,550,0,0,1,0.7429059099637295,0.13974823981224663,0.1173458502240239,0.0,0.0
1161,S02002397,3641,106,615,1697,0,1329,0,2,0.16890964020873386,0.4660807470475144,0.0,0.3650096127437517,0.0
1162,S02002398,3886,229,3296,0,590,0,0,1,0.8481729284611426,0.0,0.15182707153885744,0.0,0.0
1163,S02002399,3430,414,0,0,0,720,2710,5,0.0,0.0,0.0,0.2099125364431487,0.7900874635568513
1164,S02002400,3085,74,0,2410,0,675,0,2,0.0,0.7811993517017828,0.0,0.2188006482982172,0.0
1165,S02002401,5482,291,898,0,770,2343,1471,4,0.16380882889456402,0.0,0.14045968624589567,0.4273987595767968,0.26833272528274354
1166,S02002402,5459,731,735,0,583,3578,563,4,0.13464004396409598,0.0,0.10679611650485436,0.655431397691885,0.10313244183916469
1167,S02002403,6002,238,2421,664,0,2334,583,1,0.4033655448183939,0.11062979006997667,0.0,0.388870376541153,0.09713428857047651
1168,S02002404,4132,101,2563,1569,0,0,0,1,0.6202807357212003,0.3797192642787996,0.0,0.0,0.0
1169,S02002405,4881,112,1652,0,0,2443,786,4,0.33845523458307725,0.0,0.0,0.5005121901249744,0.16103257529194837
1170,S02002406,3834,115,926,0,547,685,1676,5,0.24152321335419927,0.0,0.14267083985393844,0.17866458007303077,0.4371413667188315
1171,S02002407,5876,124,0,2196,0,2187,1493,2,0.0,0.3737236215112321,0.0,0.3721919673247107,0.25408441116405717
1172,S02002408,3236,289,2222,1014,0,0,0,1,0.6866501854140915,0.31334981458590855,0.0,0.0,0.0
1173,S02002409,3738,154,1984,0,1067,687,0,1,0.530765115034778,0.0,0.2854467629748529,0.18378812199036917,0.0
1174,S02002410,3348,61,1820,1528,0,0,0,1,0.5436081242532855,0.45639187574671447,0.0,0.0,0.0
1175,S02002411,3257,56,0,0,3257,0,0,3,0.0,0.0,1.0,0.0,0.0
1176,S02002412,2878,64,2152,726,0,0,0,1,0.7477414871438499,0.2522585128561501,0.0,0.0,0.0
1177,S02002413,3412,100,0,0,0,864,2548,5,0.0,0.0,0.0,0.2532239155920281,0.7467760844079718
1178,S02002414,4540,106,1683,531,0,766,1560,1,0.370704845814978,0.11696035242290749,0.0,0.16872246696035242,0.3436123348017621
1179,S02002415,3993,97,2570,548,0,875,0,1,0.6436263461056849,0.13724017029802155,0.0,0.2191334835962935,0.0
1180,S02002416,4611,6368,529,840,732,1943,567,4,0.11472565603990457,0.18217306441119063,0.15875081327260898,0.42138364779874216,0.12296681847755368
1181,S02002417,3686,71,0,2997,689,0,0,2,0.0,0.8130765056972328,0.18692349430276722,0.0,0.0
1182,S02002418,3946,89,0,3046,900,0,0,2,0.0,0.7719209325899645,0.22807906741003547,0.0,0.0
1183,S02002419,4191,115,0,0,4191,0,0,3,0.0,0.0,1.0,0.0,0.0
1184,S02002420,4608,124,0,705,1603,1012,1288,3,0.0,0.15299479166666666,0.3478732638888889,0.21961805555555555,0.2795138888888889
1185,S02002421,4716,133,0,0,1903,2331,482,4,0.0,0.0,0.40351993214588633,0.49427480916030536,0.10220525869380831
1186,S02002422,3061,83,0,863,1686,512,0,3,0.0,0.2819340084939562,0.5508003920287488,0.167265599477295,0.0
1187,S02002423,3013,98,0,708,2305,0,0,3,0.0,0.23498174576833722,0.7650182542316628,0.0,0.0
